listing_id,price,borough,neighbourhood,price_per_month,latitude,longitude,description,room_type,host_name,last_review,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,booked_days_365
58467,120,Manhattan, Roosevelt Island,3650.0,40.76193,-73.9501,"17 Flr. Manhattan Views, Nr. Subway",private room,Dave,2019-05-08,7,17,0.3,1,341,24
59014,150,Manhattan, Lower East Side,4562.5,40.72052,-73.98589,"Spacious 1BR, Adorable Clean Quiet",entire home/apt,Drica,2019-01-02,3,41,0.39,1,244,121
59642,135,Brooklyn, Greenpoint,4106.25,40.73401,-73.95967,Franklin St Flat in Trendy Greenpoint Brooklyn,entire home/apt,Betty,2019-05-19,2,69,0.67,1,12,353
59709,250,Manhattan, Chinatown,7604.166667,40.71756,-73.99503,"Artistic, Cozy, and Spacious w/ Patio! Sleeps 5",entire home/apt,Ricardo & Ashlie,2019-07-01,4,18,0.18,2,265,100
60164,500,Manhattan, SoHo,15208.33333,40.72003,-74.00262,"Beautiful, elegant 3 bed SOHO loft",entire home/apt,Harrison,2019-06-23,4,94,0.99,1,329,36
60457,225,Manhattan, Greenwich Village,6843.75,40.73194,-73.99474,Spacious Greenwich Village Apt,entire home/apt,Jessica,2019-05-11,5,10,0.1,1,91,274
60666,92,Manhattan, Harlem,2798.333333,40.8118,-73.94434,City Room - Private Luxury Suite,private room,Wayne,2019-06-11,1,189,1.82,5,253,112
60680,99,Manhattan, East Village,3011.25,40.72654,-73.98049,The gem of the East Village,entire home/apt,Mich,2019-06-20,2,127,1.22,1,320,45
60948,140,Manhattan, East Harlem,4258.333333,40.80942,-73.93936,ACCOMMODATIONS GALORE #2,entire home/apt,Laurine,2019-06-20,3,135,1.3,3,192,173
61406,80,Manhattan, Harlem,2433.333333,40.80335,-73.9575,Great room in great location,private room,Bethania,2019-06-01,14,10,2.21,2,0,365
61492,120,Manhattan, Chinatown,3650.0,40.71445,-73.9908,Exclusive Room with Private Bath in  LES,private room,Tunji,2019-06-23,4,171,1.8,2,353,12
61509,110,Manhattan, Midtown,3345.833333,40.75749,-73.96897,"Quiet, clean midtown apt w. elevato",entire home/apt,Anna/Fonzy,2019-04-30,200,92,0.9,1,140,225
62095,65,Brooklyn, East Flatbush,1977.083333,40.64446,-73.9503,BK Sweet Suite w/Kitchen&FullBath,entire home/apt,Colette&Sean,2019-06-14,3,238,2.3,1,2,363
62427,130,Manhattan, East Village,3954.166667,40.7268,-73.99079,Great East Village Apartment Rental,entire home/apt,Brie,2019-05-26,50,56,0.58,1,56,309
62430,99,Brooklyn, Bushwick,3011.25,40.688,-73.9171,BROWNSTONE SUNDRENCHED BEAUTY,entire home/apt,Sheila,2019-06-22,3,111,2.13,1,68,297
62452,36,Staten Island, Tompkinsville,1095.0,40.63536,-74.08537,A SpeciaL!! Private Room in NY,private room,Lissette,2019-06-25,2,193,1.85,6,360,5
62461,37,Staten Island, Tompkinsville,1125.416667,40.63627,-74.08543,B NYC Staten Alternative...,private room,Lissette,2019-06-10,2,147,1.44,6,0,365
62787,37,Staten Island, Tompkinsville,1125.416667,40.63518,-74.08546,C Private Room By The Ferry,private room,Lissette,2019-07-02,2,177,1.71,6,320,45
62891,175,Manhattan, East Village,5322.916667,40.72477,-73.98161,Smallest House In The Village,entire home/apt,Olivia,2019-05-24,3,185,1.78,2,326,39
62903,205,Manhattan, Chelsea,6235.416667,40.74238,-73.99567,Beautiful modern studio apartment in heart of NYC,entire home/apt,Daniel,2019-06-21,9,62,0.7,2,76,289
62925,285,Brooklyn, Greenpoint,8668.75,40.72945,-73.95511,Beautiful Landmarked Duplex,entire home/apt,Maya,2019-06-16,3,124,1.22,3,279,86
63299,59,Brooklyn, Williamsburg,1794.583333,40.70763,-73.95177,BROOKLYN > Guest Room w/ Queen Bed in Williamsburg,private room,Scott,2019-06-23,2,181,1.77,2,15,350
63320,36,Staten Island, Tompkinsville,1095.0,40.63481,-74.08519,D Private Che@p Room 2 Explore NYC,private room,Lissette,2019-07-02,2,333,3.19,6,340,25
63360,99,Queens, Astoria,3011.25,40.75384,-73.91433,Safe cute near subway& Manhattan NY NY retro style,entire home/apt,Dennis & Naoko,2019-06-24,5,441,4.5,1,226,139
63546,39,Brooklyn, Kensington,1186.25,40.64106,-73.97426,Large and Cozy Private Bedroom,private room,Antonín,2019-05-16,1,45,0.46,2,365,0
63610,105,Bronx, Eastchester,3193.75,40.88057,-73.83572,DOMINIQUE'S NY mini efficiency* wifi*metro*quiet,entire home/apt,Vie,2019-06-27,2,38,0.5,13,365,0
63657,135,Brooklyn, Bedford-Stuyvesant,4106.25,40.68236,-73.94314,"Private, Large & Sunny Top Floor Apt  w/W&D",entire home/apt,Renée,2019-06-25,2,248,2.39,2,11,354
63693,390,Manhattan, East Village,11862.5,40.72185,-73.98246,Cottage in the Village,entire home/apt,Olivia,2019-06-19,5,143,1.38,2,316,49
64000,60,Brooklyn, Williamsburg,1825.0,40.7069,-73.95467,Williamsburg near soho. / loftbed,private room,Kristian & Di,2019-01-07,17,14,0.14,4,362,3
64107,100,Brooklyn, Crown Heights,3041.666667,40.6778,-73.94339,BROOKLYN  STUDIO APARTMENT,private room,Niya,2019-06-24,3,279,2.69,1,301,64
64277,70,Brooklyn, Bedford-Stuyvesant,2129.166667,40.68317,-73.94701,BEDROOM2 FOR RENT  10min from Manh,private room,Helene,2019-01-02,4,18,0.22,4,189,176
64314,110,Brooklyn, Crown Heights,3345.833333,40.6761,-73.9529,cozy bedroom in lovely garden apt,private room,Debbie,2019-05-26,6,50,3.55,1,0,365
64365,60,Brooklyn, Crown Heights,1825.0,40.67586,-73.95155,Crown Heights Garden Apt.,private room,Anthony,2019-06-27,2,227,2.27,2,287,78
64707,90,Manhattan, Little Italy,2737.5,40.71702,-73.99811,Amazing  Sunny & Breezy Home In the Heart of  NYC,entire home/apt,Tilly,2019-01-02,14,1,0.16,1,14,351
64837,68,Manhattan, East Village,2068.333333,40.72321,-73.98157,ENJOY Downtown NYC!!,private room,Edward,2019-06-23,2,203,1.96,2,86,279
65019,115,Manhattan, Upper West Side,3497.916667,40.77956,-73.98098,Charming UWS Treehouse Apt,entire home/apt,Claire,2019-07-06,2,210,2.1,1,261,104
65268,75,Brooklyn, Bedford-Stuyvesant,2281.25,40.68276,-73.95264,Share a HOME - $75 for 1 bdrm/++ for 2 - Brooklyn,private room,Juhli,2019-01-05,5,64,0.67,1,68,297
65562,129,Manhattan, East Village,3923.75,40.72956,-73.98158,CHARMING EAST VILLAGE 2 (or 1) BR,entire home/apt,Mary D,2019-01-03,7,5,0.15,1,231,134
65615,130,Brooklyn, Williamsburg,3954.166667,40.71069,-73.95175,Farmhouse Apartment in Williamsburg,entire home/apt,Valerie,2019-06-29,10,49,0.48,1,152,213
65660,95,Brooklyn, Williamsburg,2889.583333,40.70863,-73.94641,Bright+Spacious Williamsburg Abode!,entire home/apt,Larissa,2019-07-07,4,132,1.27,1,46,319
65813,75,Manhattan, Harlem,2281.25,40.82888,-73.94307,"Suite Sugar Hill, Harlem, Private Rm in Hosted Apt",private room,Eric,2019-01-02,3,20,0.26,1,364,1
66008,190,Brooklyn, Carroll Gardens,5779.166667,40.67846,-73.99443,CHARMING CARROLL GARDENS APT.,entire home/apt,Melissa,2019-07-01,3,51,0.57,1,288,77
66026,49,Brooklyn, Crown Heights,1490.416667,40.6715,-73.94808,Private Bedroom Brownstone Brooklyn,private room,Alex,2019-06-30,21,15,0.15,5,331,34
66251,212,Manhattan, East Village,6448.333333,40.72681,-73.98534,East Village Loft with Piano & Patio,entire home/apt,Samir,2019-06-25,3,67,1.31,1,51,314
66275,95,Manhattan, Lower East Side,2889.583333,40.71904,-73.99392,Lower East Side Magic Room,private room,Tony,2019-06-23,1,109,1.11,3,364,1
66451,140,Brooklyn, Williamsburg,4258.333333,40.71031,-73.9583,**Fantastic Williamsburg Apt**,entire home/apt,Luis Fernando,2019-02-16,2,9,0.11,1,254,111
66718,135,Manhattan, Harlem,4106.25,40.81322,-73.95306,West Harlem Home Base - Eco-Apt.,entire home/apt,Henning,2019-06-23,6,187,1.87,1,189,176
66741,150,Brooklyn, Park Slope,4562.5,40.67732,-73.98225,Charming Garden Apt in Park Slope,entire home/apt,Stefano,2019-06-23,2,214,2.08,2,263,102
66974,190,Brooklyn, Gowanus,5779.166667,40.68076,-73.9896,"Lovely, Modern, Garden Apartment",entire home/apt,Jana,2019-07-01,3,69,0.79,2,258,107
67288,124,Manhattan, East Harlem,3771.666667,40.79603,-73.94903,Central Park 1BR sunny condo,entire home/apt,Per,2019-06-15,28,22,0.26,1,103,262
67299,135,Brooklyn, Williamsburg,4106.25,40.71492,-73.96282,Cozy Garden Apartment  in Williamsburg,entire home/apt,Adrienne,2019-05-06,30,56,0.56,1,42,323
67397,122,Manhattan, Morningside Heights,3710.833333,40.80393,-73.95838,SoHa comfort-by NW Central Park!,private room,Elise,2019-06-22,3,93,0.93,1,246,119
68099,109,Manhattan, Upper West Side,3315.416667,40.80082,-73.9652,Cozy room in Upper West Side,private room,Deda,2019-06-25,1,104,1.05,2,364,1
68403,145,Brooklyn, Bedford-Stuyvesant,4410.416667,40.683,-73.91981,The Cozy Brownstone Inn (discount)!,entire home/apt,Naimah,2019-06-24,3,127,1.25,2,72,293
68735,195,Manhattan, Upper West Side,5931.25,40.78971,-73.9729,Prewar Penthouse w Private Terrace,entire home/apt,Violetta,2019-06-13,11,30,0.32,1,249,116
68765,250,Brooklyn, Carroll Gardens,7604.166667,40.67817,-73.99495,Designer 2.5 BR Loft in Carroll Gardens by Subway,entire home/apt,Jenna,2019-06-27,2,106,1.34,3,272,93
68974,575,Manhattan, Little Italy,17489.58333,40.71943,-73.99627,Unique spacious loft on the Bowery,entire home/apt,Alicia,2019-06-20,2,191,1.88,1,298,67
69894,150,Manhattan, Upper West Side,4562.5,40.78,-73.98249,"Nice renovated apt, prime location!",entire home/apt,Silvia,2019-06-11,30,48,0.55,1,35,330
69921,70,Brooklyn, Bushwick,2129.166667,40.70514,-73.91922,Brooklyn Writer's Nook,private room,Joab,2019-06-29,5,47,0.49,1,203,162
70095,90,Manhattan, Inwood,2737.5,40.86713,-73.92811,Private Bedroom in Large NYC Apartment,private room,Mary And Geoff,2019-06-30,2,120,1.27,1,132,233
70128,65,Manhattan, East Village,1977.083333,40.73198,-73.98881,"Large, Sunny Room East Village NYC",private room,Eyal,2019-01-10,3,52,0.63,1,5,360
70609,500,Manhattan, East Village,15208.33333,40.72542,-73.97986,Great Large 3 BR/2 Bath Duplex with Private Patio!,entire home/apt,Bruce,2019-06-16,2,48,0.48,4,297,68
71010,250,Manhattan, Washington Heights,7604.166667,40.83494,-73.93869,All That Jazz. Uptown style on Sugar Hill.,entire home/apt,Kurt,2019-05-24,3,32,0.43,2,276,89
71248,125,Manhattan, Chinatown,3802.083333,40.71659,-73.98945,Bright and lovely 1 bdrm apt in LES,entire home/apt,Jennifer,2019-06-17,25,43,0.42,1,102,263
71366,200,Manhattan, West Village,6083.333333,40.72966,-74.00243,Beautiful One Bed West Village - 4 Month Special,entire home/apt,Ruperto,2019-06-25,30,39,0.44,1,251,114
71812,90,Bronx, Kingsbridge,2737.5,40.87207,-73.90193,Condo Apartment with laundry in unit,entire home/apt,Thai,2019-01-02,30,4,0.35,2,346,19
72190,110,Manhattan, Upper West Side,3345.833333,40.77728,-73.97818,1BR: See Central Park from Terrace!,entire home/apt,Hudson,2019-02-15,13,38,0.39,1,0,365
72265,59,Brooklyn, Greenpoint,1794.583333,40.72646,-73.95341,Private room in cozy Greenpoint,private room,Vanessa,2019-06-16,3,29,0.36,1,15,350
74073,195,Brooklyn, Williamsburg,5931.25,40.71015,-73.96101,Food & Music Dream Apartment in Williamsburg,entire home/apt,Daniel,2019-06-23,4,59,0.6,1,71,294
74240,169,Brooklyn, Williamsburg,5140.416667,40.71903,-73.9597,French Garden cottage off Bedford,entire home/apt,Patty,2019-06-07,1,68,0.67,2,215,150
74680,115,Queens, Astoria,3497.916667,40.77635,-73.93426,One Bedroom Mini studio - Free WIFI,entire home/apt,Nazleen,2019-05-31,2,198,2.01,1,257,108
75193,69,Brooklyn, Williamsburg,2098.75,40.71398,-73.95763,BROOKLYN > Guest Room w/ King Bed in Williamsburg,private room,Scott,2019-06-22,2,220,2.17,2,8,357
75635,150,Manhattan, Lower East Side,4562.5,40.71876,-73.98394,Bright Cozy Chinatown Studio Apt.,entire home/apt,Patricia,2019-06-27,3,286,2.81,1,191,174
76761,169,Brooklyn, South Slope,5140.416667,40.66552,-73.99019,Eveland the Place to Stay & Enjoy a 5-‚≠êÔ∏è 2bdrm,entire home/apt,Evelyn,2019-06-28,2,398,3.97,3,182,183
77765,179,Brooklyn, Greenpoint,5444.583333,40.73749,-73.95292,Superior @ Box House,private room,The Box House Hotel,2019-07-01,3,36,0.36,28,79,286
77936,150,Manhattan, Hell's Kitchen,4562.5,40.76248,-73.9913,Hells Kitchen Garden of Eden,private room,Moss Owen,2019-06-14,3,36,0.36,1,49,316
79067,350,Brooklyn, Clinton Hill,10645.83333,40.6848,-73.96219,Lovely 3 bedroom in Italianate Brownstone w/garden,entire home/apt,Bliss,2019-04-20,6,14,0.3,1,156,209
79782,120,Brooklyn, Williamsburg,3650.0,40.70516,-73.95455,"Williamsburg HUGE, PRIVATE BATH - Next to Train!",private room,Pam,2019-03-31,14,76,0.76,6,343,22
80493,71,Manhattan, East Village,2159.583333,40.72329,-73.98486,Cozy room in East Village with AC,private room,Jennifer,2019-07-04,2,182,1.81,1,200,165
80700,349,Brooklyn, Greenpoint,10615.41667,40.73738,-73.95482,Loft w/ Terrace @ Box House Hotel,private room,The Box House Hotel,2019-05-24,3,7,0.07,28,60,305
82550,200,Brooklyn, Brooklyn Heights,6083.333333,40.69441,-73.99771,Columbia Castle 2 BR,entire home/apt,Christopher,2019-06-30,3,80,0.85,2,106,259
82638,169,Manhattan, East Village,5140.416667,40.72399,-73.98374,"Charming Artist's Flat, East Village",entire home/apt,Sarah,2019-06-06,4,240,2.4,1,276,89
82928,185,Brooklyn, Bedford-Stuyvesant,5627.083333,40.6824,-73.94615,BEAUTIFUL 2 BEDROOM APARTMENT,entire home/apt,Ruthven,2019-07-02,3,46,1.07,1,248,117
83243,65,Brooklyn, Bushwick,1977.083333,40.68949,-73.91708,Brooklyn Cove Studio Apt w/ Garden!!,entire home/apt,Julian,2019-06-10,2,228,2.27,1,194,171
83847,225,Manhattan, East Village,6843.75,40.72451,-73.98094,East Village Designer's 1-BR APT,entire home/apt,Yvette,2019-01-02,2,33,0.33,1,0,365
84010,179,Brooklyn, Greenpoint,5444.583333,40.73813,-73.95394,Superior @ Box House,private room,The Box House Hotel,2019-06-27,3,13,0.14,28,81,284
84659,139,Manhattan, East Village,4227.916667,40.72843,-73.98895,Large Studio--Heart of East Village,entire home/apt,Kyle,2019-06-26,1,388,3.88,1,142,223
84905,95,Manhattan, Two Bridges,2889.583333,40.71271,-73.99776,Huge.Bright.Clean.Safe. Private Room,private room,Ange,2019-06-23,3,223,2.22,2,60,305
85094,79,Brooklyn, Crown Heights,2402.916667,40.66966,-73.94735,Garden 1BR/1BA Brownstone Apt - 2 blocks to subway,entire home/apt,Alex,2019-01-14,15,11,0.11,5,179,186
86215,150,Manhattan, Lower East Side,4562.5,40.71965,-73.98766,MODERN SPACIOUS 2 BR APT DOWNTOWN MANHATTAN,entire home/apt,T,2019-06-24,2,151,1.51,2,52,313
89621,90,Brooklyn, Bedford-Stuyvesant,2737.5,40.68048,-73.94911,"WONDERFUL, COMFORTABLE STUDIO",entire home/apt,Marylyn,2019-06-28,3,218,2.26,4,324,41
93313,120,Brooklyn, Bedford-Stuyvesant,3650.0,40.68314,-73.93963,MAISON DES SIRENES 2,entire home/apt,Nathalie,2019-06-23,2,75,0.76,2,237,128
94035,80,Queens, Astoria,2433.333333,40.75961,-73.91117,"Modern, Safe, Clean, Bright Room in Astoria for 2",private room,Savannah,2019-07-06,1,42,1.21,2,365,0
94477,175,Brooklyn, Bedford-Stuyvesant,5322.916667,40.69305,-73.93185,The Vernon On Greene,entire home/apt,Jason,2019-07-05,2,370,3.74,1,204,161
94783,120,Brooklyn, Crown Heights,3650.0,40.67174,-73.95663,"Beautiful, Bright‚Äôs, Warm & Spacious 1.5BR Apt",entire home/apt,Keishera,2019-06-21,5,104,1.04,1,272,93
96471,165,Brooklyn, Clinton Hill,5018.75,40.68413,-73.96542,"The Brooklyn Waverly, One Bedroom",private room,Sahr,2019-06-07,4,11,0.11,3,365,0
99070,65,Manhattan, East Harlem,1977.083333,40.79406,-73.94102,Comfortable Cozy Space in El Barrio,shared room,Liz And Melissa,2019-05-26,7,131,1.31,2,0,365
99085,123,Brooklyn, Fort Greene,3741.25,40.68795,-73.97332,Sunny Bklyn Jewel  Fort Greene JULY  - AUG 2019,entire home/apt,Wanda,2019-05-01,30,15,0.15,1,189,176
100002,67,Manhattan, Washington Heights,2037.916667,40.85295,-73.93361,"MANHATTAN Neat, Nice, Bright ROOM",private room,Giorgio,2019-06-17,2,136,1.37,1,296,69
100184,50,Queens, Queens Village,1520.833333,40.72413,-73.76133,Bienvenue,private room,,2019-07-08,1,43,0.45,1,88,277
100186,130,Brooklyn, Gowanus,3954.166667,40.66918,-73.99187,Large Brand New Park Slope 1BR,entire home/apt,Mi,2019-06-28,7,98,0.99,1,35,330
101053,100,Brooklyn, Williamsburg,3041.666667,40.71125,-73.95613,Colorful Artistic Williamsburg Apt,private room,Lee And Tara,2019-03-01,3,31,0.31,1,0,365
103161,190,Brooklyn, Williamsburg,5779.166667,40.71577,-73.96053,Artsy TopFloor Apt in PRIME BEDFORD Williamsburg,entire home/apt,Ade,2019-06-26,3,124,1.76,1,359,6
103806,249,Manhattan, East Village,7573.75,40.72577,-73.98745,BOHEMIAN EAST VILLAGE 2 BED HAVEN,entire home/apt,Jason,2019-05-27,5,166,1.68,2,365,0
105510,100,Brooklyn, Crown Heights,3041.666667,40.67086,-73.94872,Private 1-Bedroom Apt in Townhouse,entire home/apt,Alex,2019-01-05,30,15,0.16,5,282,83
106363,60,Manhattan, Harlem,1825.0,40.82773,-73.95231,Bright Room With A Great River View,private room,Alicia,2019-06-26,3,380,3.83,2,247,118
106647,135,Brooklyn, Bedford-Stuyvesant,4106.25,40.68505,-73.95684,Tree lined block modern apartment,entire home/apt,Olivia,2019-06-16,2,86,0.87,1,102,263
107630,175,Brooklyn, Greenpoint,5322.916667,40.72911,-73.95493,Sweet Historic Greenpoint Duplex,entire home/apt,Maya,2019-06-20,3,248,2.53,3,274,91
107895,120,Manhattan, Upper West Side,3650.0,40.77944,-73.98567,Riverside Charm with Fire Place,entire home/apt,Kai,2019-06-19,5,49,0.56,1,201,164
110739,169,Manhattan, Midtown,5140.416667,40.74503,-73.98876,"Very Central, Nomad/Chelsea Loft Studio",entire home/apt,Driss,2019-07-03,18,54,0.57,1,98,267
112435,95,Brooklyn, Fort Greene,2889.583333,40.69088,-73.97307,ALL ABOUT A VERY COMFORTABLE ROOM..,private room,Carol,2019-05-24,2,163,1.66,2,331,34
113265,55,Brooklyn, Crown Heights,1672.916667,40.67555,-73.95057,Brooklyn- Crown Heights Garden Apt.,private room,Anthony,2019-06-21,2,247,2.51,2,275,90
113945,85,Manhattan, Hell's Kitchen,2585.416667,40.75835,-73.99193,Cozy room in Time Square!,private room,Natalia,2019-05-11,10,116,1.17,1,174,191
114123,199,Brooklyn, South Slope,6052.916667,40.66527,-73.9886,Large Park Slope Townhouse Duplex,entire home/apt,Susi,2019-05-19,14,27,0.28,2,223,142
114229,211,Manhattan, Lower East Side,6417.916667,40.71895,-73.99434,Lower East Side 2 Bedroom Apt,entire home/apt,Tony,2019-06-08,1,52,0.6,3,361,4
115535,65,Manhattan, Harlem,1977.083333,40.82399,-73.95328,Sun-Drenched Hamilton Hts Jewel,private room,Jane,2019-06-01,14,35,0.35,1,283,82
115678,99,Manhattan, Harlem,3011.25,40.81822,-73.94095,Your Stunning Vacation Apartment!,entire home/apt,Will,2019-06-23,1,320,3.23,1,220,145
115748,110,Queens, Astoria,3345.833333,40.76434,-73.92132,1 BDRM Apt-Weekend Sublease,entire home/apt,Lilly,2019-06-16,4,30,0.32,1,363,2
116940,80,Brooklyn, Crown Heights,2433.333333,40.67705,-73.94925,ROOM WITH A  KITCHENETTE,entire home/apt,Marylyn,2019-06-24,3,225,2.27,4,315,50
118061,110,Brooklyn, Bedford-Stuyvesant,3345.833333,40.68448,-73.92747,Style in Stuyvesant Heights,entire home/apt,Roberta,2019-06-28,4,70,0.75,1,283,82
118430,290,Manhattan, Chelsea,8820.833333,40.74412,-74.00208,Heart of Meatpacking & Chelsea,private room,Paul,2019-01-03,2,35,0.36,1,20,345
120362,190,Brooklyn, Williamsburg,5779.166667,40.70665,-73.94061,Williamsburg apartment right by the subway,entire home/apt,Itamar,2019-07-02,4,50,0.51,1,331,34
121687,200,Brooklyn, Williamsburg,6083.333333,40.72063,-73.95952,Spacious Brooklyn Loft - 2 Bedroom,entire home/apt,Vikram,2019-06-23,2,29,0.31,1,36,329
123784,110,Manhattan, Harlem,3345.833333,40.80481,-73.94794,NYC Studio for Rent in Townhouse,entire home/apt,Christopher,2019-06-16,2,142,1.44,2,301,64
125053,395,Manhattan, East Village,12014.58333,40.72533,-73.99143,‚ö°Quiet Gem w/roof deck on NY's Hottest Street‚ö°,entire home/apt,Justin,2019-07-01,2,70,0.73,1,170,195
125163,99,Brooklyn, Bedford-Stuyvesant,3011.25,40.68569,-73.93038,Authentic New York City Living,private room,Rodney,2019-06-03,2,38,0.54,2,307,58
125594,39,Brooklyn, Kensington,1186.25,40.64302,-73.97255,SUPER BIG AND COZY PRIVATE BEDROOM,private room,Antonín,2019-05-19,1,82,0.94,2,365,0
126443,189,Manhattan, East Village,5748.75,40.72939,-73.98857,‚òÜMassive DUPLEX‚òÜ 2BR & 2BTH East Village 9+ Guests,entire home/apt,Seith,2019-07-07,2,403,4.1,3,201,164
128975,122,Manhattan, Harlem,3710.833333,40.81333,-73.94453,City Room - Street View Apt,entire home/apt,Wayne,2019-06-13,1,116,1.18,5,271,94
131154,165,Brooklyn, Greenpoint,5018.75,40.72473,-73.95199,Cozy and Bright One Bedroom in BK,entire home/apt,Lauren,2019-07-07,2,175,1.79,1,139,226
132516,97,Queens, Forest Hills,2950.416667,40.70925,-73.85262,Forest Hills Apt minutes to midtown Manhattan,entire home/apt,Jean,2019-07-01,3,28,1.21,3,209,156
133025,130,Manhattan, Murray Hill,3954.166667,40.7463,-73.97926,Midtown cozy convenient,private room,Tracy,2019-06-06,4,105,1.07,1,193,172
134934,225,Brooklyn, Williamsburg,6843.75,40.71823,-73.95849,Prime Williamsburg Apartment,entire home/apt,Giovanni,2019-05-30,10,22,0.38,1,52,313
